rcv		31.835		A		1	0	2700
drop		32.149		D		2700	24	1
snd		32.487		D		2750	50	1
snd		32.832		D		2800	50	1
snd		33.143		D		2850	50	1
snd		33.401		D		2900	50	1
drop		33.621		D		2950	50	1
snd		33.885		D		3000	28	1
rcv		34.287		A		1	0	2700
rcv		34.576		A		1	0	2700
rcv		34.817		A		1	0	2700
rcv		35.111		A		1	0	2700
rcv		35.413		A		1	0	2700
snd		35.746		D		2700	50	1
snd		36.006		D		2750	50	1
snd		36.289		D		2800	50	1
snd		36.547		D		2850	50	1
snd		36.78		D		2900	50	1
snd		37.005		D		2950	50	1
snd		37.225		D		3000	28	1
rcv		37.458		A		1	0	2750
rcv		37.75		A		1	0	2800
rcv		37.997		A		1	0	2850
rcv		38.227		A		1	0	2900
rcv		38.419		A		1	0	2950
rcv		38.664		A		1	0	3000
rcv		38.983		A		1	0	3028
snd		39.268		F		3028	0	1
rcv		39.622		A		1	0	3029
rcv		39.941		F		1	0	3029
snd		40.166		A		3029	0	2
===================================================
Size of the file (in Bytes)                    3027
Segments transmitted (including drop & RXT)    99
Number of Segments handled by PLD              0
Number of Segments dropped                     9
Number of Segments Corrupted                   0
Number of Segments Re-ordered                  0
Number of Segments Duplicated                  0
Number of Segments Delayed                     0
Number of Retransmissionns due to TIMEOUT      0
Number of FAST RETRANSMISSION                  0
Number of DUP ACKS received                    0
===================================================
